Store,Date,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
19,30-04-2010,0,49.89,3.042,132.0644333,8.185
45,02-12-2011,0,50.19,3.452,188.5024346,8.523
2,07-09-2012,1,87.65,3.73,222.0747635,6.565
3,26-02-2010,0,52.05,2.561,214.6475127,7.368
34,16-12-2011,0,32.31,3.149,129.8980645,10.148
7,07-09-2012,1,57.84,3.596,198.0950484,7.872
16,04-11-2011,0,33.43,3.527,195.4847959,6.232
22,21-05-2010,0,59.99,2.961,136.0796521,8.348
35,28-01-2011,0,23.64,3.237,136.9706544,8.549
37,11-02-2011,1,41.16,3.022,211.6985093,8.395
39,02-03-2012,0,64.05,3.63,219.5340975,7.244
2,13-07-2012,0,80.17,3.256,221.5616784,6.565
31,25-06-2010,0,87.01,2.653,210.9950134,8.2
37,16-12-2011,0,58.31,3.159,217.8781339,7.716
34,04-05-2012,0,65.04,3.747,131.136,9.575
35,22-06-2012,0,73.23,3.564,142.1606464,8.876
1,23-03-2012,0,65.93,3.787,221.2864126,7.348
10,03-02-2012,0,56.85,3.543,130.3496774,7.545
2,29-07-2011,0,90.07,3.682,215.1363819,7.852
32,12-03-2010,0,39.88,2.684,189.7372075,9.014
1,09-09-2011,1,76.0,3.546,215.861056,7.962
40,15-10-2010,0,44.56,2.878,132.7633548,5.287
28,08-04-2011,0,64.47,4.003,128.8238065,13.736
4,17-09-2010,0,64.91,2.594,126.1454667,7.372
40,06-05-2011,0,50.81,4.078,134.5143667,4.781
4,08-06-2012,0,78.11,3.433,130.8896774,4.308
40,27-07-2012,0,67.88,3.701,138.2033871,4.156
26,13-04-2012,0,36.9,4.025,137.868,7.489
38,10-02-2012,1,52.27,3.722,130.3849032,12.187
29,13-01-2012,0,39.0,3.523,136.753,8.988
43,14-01-2011,0,43.45,2.983,203.4840645,10.398
23,06-05-2011,0,50.07,4.078,134.5143667,4.781
18,18-06-2010,0,65.96,2.805,132.4733333,9.269
17,19-11-2010,0,36.31,2.842,126.6072,6.885
16,12-02-2010,1,20.87,2.572,189.4642725,7.039
24,17-12-2010,0,27.99,3.301,132.6804516,8.275
22,17-09-2010,0,62.49,2.716,136.6338071,8.433
5,05-08-2011,0,91.07,3.684,216.1071198,6.529
5,14-09-2012,0,76.65,3.717,223.1734167,5.603
39,21-01-2011,0,50.25,3.016,210.6031072,8.395
40,28-09-2012,0,50.98,4.018,138.7395,4.156
32,23-12-2011,0,25.97,3.173,196.1713893,8.513
31,19-03-2010,0,54.68,2.72,210.8733316,8.324
10,21-09-2012,0,81.93,4.125,131.0103333,7.17
9,24-06-2011,0,86.74,3.594,218.6836874,6.38
35,15-10-2010,0,58.38,2.868,136.6401935,8.763
14,06-05-2011,0,58.21,4.046,185.9374378,8.521
32,30-12-2011,1,32.99,3.119,196.3586101,8.513
39,06-04-2012,0,73.49,3.891,220.1204125,6.989
3,20-08-2010,0,88.02,2.664,214.9314191,7.346
23,06-08-2010,0,70.03,2.792,132.6141935,5.326
10,12-10-2012,0,76.03,4.468,131.1083333,6.943
30,30-07-2010,0,83.59,2.64,211.0264684,8.099
24,06-04-2012,0,45.25,4.143,137.7970968,8.983
37,23-12-2011,0,55.41,3.112,218.0541851,7.716
37,10-12-2010,0,51.83,2.843,210.2372494,8.476
42,27-04-2012,0,80.11,4.088,131.1266667,7.382
26,07-09-2012,1,61.58,3.921,138.4729355,7.405
39,07-10-2011,0,71.68,3.285,215.7831333,7.716
27,05-08-2011,0,78.14,4.02,139.9896486,7.85
45,26-10-2012,0,58.85,3.882,192.3088989,8.667
21,09-09-2011,1,78.87,3.546,215.5148295,7.852
5,30-03-2012,0,67.76,3.845,221.9480412,5.943
39,23-03-2012,0,67.91,3.787,219.9705599,7.244
28,23-07-2010,0,99.22,3.112,126.1283548,14.18
23,28-05-2010,0,69.26,2.906,132.2939355,5.435
18,25-06-2010,0,74.04,2.81,132.4976,9.269
28,16-09-2011,0,76.36,3.918,129.4306,13.503
3,12-11-2010,0,62.79,2.728,215.3256258,7.564
38,29-07-2011,0,93.29,3.805,129.1677097,13.503
35,19-02-2010,0,32.44,2.745,135.4657781,9.262
37,04-11-2011,0,58.97,3.332,216.5634344,7.716
39,11-05-2012,0,75.52,3.688,220.4075581,6.989
20,12-03-2010,0,43.82,2.818,204.5250598,8.187
40,08-10-2010,0,52.02,2.776,132.7516667,5.287
43,07-10-2011,0,74.17,3.285,208.7872143,10.148
12,27-01-2012,0,50.43,3.675,130.3144516,12.187
3,15-04-2011,0,75.88,3.743,218.6788642,7.574
12,11-02-2011,1,51.3,3.381,127.859129,14.021
27,19-02-2010,0,32.44,2.909,135.4657781,8.237
41,16-12-2011,0,25.01,3.266,195.9841685,6.759
21,14-05-2010,0,73.08,2.854,209.9984585,8.2
7,07-05-2010,0,40.07,2.771,189.5312483,8.963
38,06-01-2012,0,50.43,3.599,130.1575161,12.187
34,30-12-2011,1,28.84,3.119,130.0710323,10.148
20,21-05-2010,0,60.38,2.958,203.8770235,7.856
16,01-07-2011,0,63.59,3.597,193.0930552,6.338
36,20-08-2010,0,85.54,2.604,210.3617581,8.36
15,18-05-2012,0,58.84,4.029,138.1065806,8.15
43,28-09-2012,0,77.55,3.666,214.30525,9.285
20,16-09-2011,0,64.02,3.742,209.1893892,7.274
1,23-09-2011,0,75.8,3.467,216.3758246,7.962
23,15-06-2012,0,64.73,3.683,138.1295333,4.125
14,11-06-2010,0,69.71,2.809,182.4315571,8.899
36,08-04-2011,0,69.39,3.645,213.8116658,8.3
39,18-03-2011,0,65.28,3.488,213.1096787,8.395
20,11-02-2011,1,25.38,3.239,206.0763862,7.343
4,06-05-2011,0,63.41,3.866,129.0444333,5.946
45,28-09-2012,0,64.88,3.997,192.0135577,8.684
18,25-11-2011,1,41.97,3.536,136.4788,8.471
26,04-06-2010,0,58.46,2.857,132.3648387,8.512
33,13-01-2012,0,54.61,3.477,130.244,7.603
41,08-10-2010,0,57.1,2.745,190.7763218,7.508
9,06-07-2012,0,84.15,3.227,225.6346256,5.277
22,30-09-2011,0,69.78,3.684,140.381,8.023
23,03-09-2010,0,72.91,2.735,132.7248387,5.326
22,22-04-2011,0,47.76,3.919,138.2475036,8.252
38,28-05-2010,0,67.84,3.058,126.1602258,14.099
5,24-12-2010,0,55.01,2.886,211.9573978,6.768
39,04-03-2011,0,63.56,3.288,212.576205,8.395
38,25-02-2011,0,48.45,3.53,128.13,14.021
30,01-04-2011,0,56.36,3.524,214.4886908,7.931
45,09-12-2011,0,46.57,3.415,188.6544692,8.523
20,27-07-2012,0,74.6,3.647,214.7382432,7.28
25,06-01-2012,0,30.23,3.422,212.5711125,6.961
10,06-07-2012,0,86.87,3.666,130.7196333,7.17
16,04-03-2011,0,31.77,3.232,192.0116004,6.614
30,06-04-2012,0,69.02,3.891,221.0737638,6.891
34,27-05-2011,0,65.99,3.771,129.0623548,10.581
7,23-04-2010,0,43.07,2.776,189.6190057,8.963
17,10-06-2011,0,54.57,3.732,129.0357097,6.774
15,05-03-2010,0,31.79,2.919,131.735,8.35
44,04-05-2012,0,54.41,3.831,131.136,5.621
40,26-08-2011,0,65.01,3.796,136.2136129,4.584
3,10-06-2011,0,84.84,3.648,218.4037974,7.574
9,11-06-2010,0,83.75,2.668,215.0187191,6.384
35,30-04-2010,0,53.55,2.921,135.9170833,9.051
26,14-01-2011,0,16.7,3.215,132.9510645,7.907
20,28-10-2011,0,49.36,3.569,210.6918901,7.082
45,28-01-2011,0,24.05,3.237,183.1800955,8.549
14,10-09-2010,1,70.87,2.699,182.598178,8.743
5,26-03-2010,0,52.47,2.732,211.5718925,6.566
32,06-04-2012,0,51.49,3.854,197.5971285,8.09
28,30-12-2011,1,44.64,3.428,130.0710323,12.89
12,11-05-2012,0,77.27,4.186,131.1453333,11.627
7,05-03-2010,0,35.86,2.62,189.6695049,9.014
31,21-01-2011,0,42.72,3.016,211.4864691,8.028
27,23-12-2011,0,41.59,3.587,140.528765,7.906
17,11-11-2011,0,27.61,3.513,129.8167097,6.617
17,28-10-2011,0,41.89,3.567,129.7936774,6.617
36,30-09-2011,0,81.52,3.328,215.4532259,8.177
40,23-09-2011,0,54.09,3.758,136.367,4.584
25,31-12-2010,1,25.89,3.179,204.6432267,7.484
8,20-04-2012,0,63.59,3.877,225.1179914,5.679
11,23-03-2012,0,67.16,3.787,224.7909104,6.833
23,31-12-2010,1,19.05,3.177,132.8150323,5.287
35,29-07-2011,0,79.41,3.829,139.8933099,8.684
42,14-01-2011,0,49.98,3.312,127.3009355,8.744
34,23-07-2010,0,79.58,2.612,126.1283548,9.816
28,02-12-2011,0,52.5,3.701,129.8459667,12.89
45,24-02-2012,0,42.86,3.739,190.0069881,8.424
30,21-09-2012,0,71.54,3.721,222.4169362,6.565
18,03-06-2011,0,70.9,3.973,134.8551613,8.975
40,02-12-2011,0,38.51,3.501,136.4909333,4.42
30,21-10-2011,0,65.16,3.353,217.1650042,7.441
40,30-03-2012,0,36.25,3.921,137.7261935,4.261
45,03-12-2010,0,40.93,3.046,182.6676154,8.724
30,10-02-2012,1,46.52,3.409,219.9049073,7.057
39,30-03-2012,0,69.11,3.845,220.0454862,7.244
43,20-07-2012,0,83.83,3.311,213.3219124,9.285
20,06-07-2012,0,79.2,3.475,214.6873514,7.28
33,29-04-2011,0,77.44,4.151,128.9998667,8.687
35,25-03-2011,0,40.11,3.625,137.8478929,8.549
30,23-03-2012,0,62.96,3.787,220.9244858,7.057
44,18-06-2010,0,58.41,2.819,126.114,7.972
15,21-01-2011,0,21.84,3.391,133.0285161,7.771
13,01-04-2011,0,42.49,3.487,128.7199355,7.193
27,04-03-2011,0,36.99,3.605,137.5017028,7.827
18,10-02-2012,1,32.83,3.655,137.1666774,8.075
33,27-08-2010,0,94.0,3.022,126.0892903,9.495
22,20-01-2012,0,29.16,3.542,140.8086118,7.503
12,18-06-2010,0,81.06,3.043,126.114,14.099
13,26-03-2010,0,41.48,2.819,126.6050645,8.316
36,11-06-2010,0,82.3,2.615,210.2135668,8.464
19,22-10-2010,0,48.45,3.049,132.8170968,8.067
31,03-06-2011,0,83.82,3.699,214.9254865,7.931
4,08-04-2011,0,62.61,3.605,128.8238065,5.946
38,24-02-2012,0,53.13,3.95,130.5502069,12.187
8,12-03-2010,0,49.76,2.667,214.7492449,6.299
26,25-03-2011,0,22.99,3.624,133.9587419,7.907
18,24-06-2011,0,67.41,3.851,135.2652667,8.975
39,26-08-2011,0,86.49,3.523,214.4878416,8.177
17,06-08-2010,0,70.53,2.802,126.0854516,6.697
18,15-06-2012,0,66.58,3.683,138.1295333,8.304
10,03-08-2012,0,84.76,3.595,130.737871,7.17
1,30-07-2010,0,81.84,2.64,211.3699032,7.787
17,01-06-2012,0,54.13,3.788,130.9592258,6.235
8,30-03-2012,0,66.69,3.845,224.9141521,5.825
25,02-12-2011,0,42.85,3.452,211.6394306,7.082
11,08-06-2012,0,82.1,3.452,225.2521458,6.664
39,07-01-2011,0,52.74,2.976,210.1842358,8.395
34,08-07-2011,0,80.84,3.469,129.1125,10.641
34,14-01-2011,0,30.75,2.992,127.3009355,10.398
4,05-03-2010,0,43.49,2.654,126.5782857,8.623
38,21-10-2011,0,73.05,3.842,129.7821613,12.89
37,07-09-2012,1,84.19,3.73,221.1181142,6.623
40,10-02-2012,1,23.92,3.655,137.1666774,4.261
32,10-02-2012,1,23.34,3.103,196.9195056,8.256
26,12-03-2010,0,31.1,2.805,131.784,8.488
33,13-07-2012,0,97.6,3.723,130.683,7.147
34,17-12-2010,0,42.64,2.884,126.8794839,10.21
25,01-04-2011,0,28.5,3.638,207.8823043,7.287
18,07-10-2011,0,54.65,3.633,136.472,8.471
44,01-10-2010,0,68.74,2.853,126.2346,7.61
8,13-01-2012,0,36.46,3.261,223.4242571,5.825
27,15-04-2011,0,52.24,3.981,138.1646952,7.725
25,03-06-2011,0,70.69,3.922,208.3551116,7.287
26,18-11-2011,0,37.78,3.571,136.4666667,7.598
38,03-09-2010,0,83.12,3.087,126.1019355,14.18
34,21-10-2011,0,58.93,3.361,129.7821613,10.148
2,28-01-2011,0,42.83,3.01,211.8552668,8.028
5,03-12-2010,0,51.31,2.708,212.1613951,6.768
5,17-06-2011,0,86.84,3.637,215.560463,6.489
40,29-04-2011,0,52.68,3.988,134.4357333,4.781
32,05-08-2011,0,74.83,3.554,193.9110133,8.622
38,14-09-2012,0,83.64,4.133,130.9776667,10.926
3,10-12-2010,0,51.13,2.843,214.7693037,7.564
29,01-07-2011,0,70.8,3.815,135.4468,9.863
30,18-02-2011,0,59.87,3.045,212.9033115,8.028
41,28-10-2011,0,37.02,3.55,195.3318977,6.759
19,09-12-2011,0,40.18,3.627,136.5030667,7.866
32,06-07-2012,0,78.68,3.646,197.8322195,7.872
4,18-02-2011,0,48.17,3.058,127.99525,6.51
17,17-08-2012,0,70.98,3.545,130.7909677,5.936
19,20-08-2010,0,72.22,2.913,132.6616129,8.099
6,05-03-2010,0,49.63,2.625,212.8745193,7.259
21,18-06-2010,0,86.18,2.637,211.1096543,8.2
15,11-03-2011,0,34.27,3.752,133.7361429,7.771
18,07-09-2012,1,71.85,3.921,138.4729355,8.535
44,24-09-2010,0,68.22,2.872,126.1900333,7.804
1,17-09-2010,0,82.11,2.582,211.5224596,7.787
5,11-11-2011,0,60.71,3.297,218.5699621,6.3
36,17-12-2010,0,56.73,2.852,210.1787224,8.476
29,11-06-2010,0,65.01,2.83,132.4357419,10.16
11,14-05-2010,0,77.64,2.854,213.6196139,7.343
20,02-09-2011,0,70.82,3.703,208.9625161,7.274
33,23-07-2010,0,97.04,3.112,126.1283548,9.495
44,08-06-2012,0,68.4,3.776,130.8896774,5.621
12,17-08-2012,0,94.87,4.002,130.7909677,10.926
20,24-06-2011,0,72.4,3.804,208.2306018,7.287
22,05-03-2010,0,36.82,2.766,135.5732602,8.283
24,09-09-2011,1,68.32,3.93,136.2745806,8.358
29,07-10-2011,0,56.44,3.633,136.472,9.357
16,17-08-2012,0,62.07,3.545,198.1001057,6.061
10,13-04-2012,0,70.28,4.254,131.108,7.382
27,28-09-2012,0,64.92,4.158,142.76575,8.239
18,30-07-2010,0,75.79,2.792,132.5983871,9.342
2,13-08-2010,0,89.05,2.692,211.2951413,8.099
4,23-03-2012,0,59.07,3.759,130.8966452,4.607
29,25-11-2011,1,46.28,3.536,136.4788,9.357
40,04-03-2011,0,18.49,3.437,133.6141429,5.114
43,16-12-2011,0,43.78,3.159,210.7365392,10.148
43,24-02-2012,0,53.53,3.555,212.1174212,9.653
23,07-05-2010,0,61.04,2.981,132.1062,5.435
5,20-01-2012,0,54.65,3.268,220.5694104,5.943
24,28-10-2011,0,48.0,3.757,136.4884516,8.454
39,29-10-2010,0,75.14,2.716,210.6736944,8.476
13,30-12-2011,1,31.53,3.119,130.0710323,6.392
27,29-04-2011,0,61.71,4.117,138.3303119,7.725
15,23-12-2011,0,34.93,3.587,136.5883871,7.866
34,15-06-2012,0,76.48,3.372,130.8295333,9.575
45,02-09-2011,0,70.63,3.703,186.6189274,8.625
38,11-05-2012,0,77.27,4.186,131.1453333,11.627
15,30-12-2011,1,31.44,3.566,136.6432581,7.866
39,26-02-2010,0,49.79,2.561,210.0771885,8.554
23,02-03-2012,0,25.91,3.827,137.4238966,4.261
11,11-05-2012,0,75.13,3.688,225.2351496,6.664
25,26-03-2010,0,45.84,2.854,204.201755,8.187
44,11-02-2011,1,30.83,3.034,127.859129,7.224
3,03-06-2011,0,84.29,3.699,218.6449369,7.574
43,27-08-2010,0,80.32,2.619,203.4799839,9.816
26,16-09-2011,0,55.19,3.809,136.3145,7.767
28,07-01-2011,0,37.64,3.287,127.1917742,14.021
18,03-02-2012,0,37.62,3.633,137.0632581,8.075
40,24-02-2012,0,29.88,3.751,137.3411034,4.261
32,19-10-2012,0,53.57,3.75,199.1481963,7.557
17,23-09-2011,0,56.96,3.648,129.5183333,6.745
8,21-01-2011,0,42.06,3.016,215.1729926,6.262
17,24-09-2010,0,58.39,2.872,126.1900333,6.697
31,09-12-2011,0,41.44,3.158,218.605037,7.441
38,31-08-2012,0,89.78,4.093,130.8853548,10.926
13,08-10-2010,0,63.03,2.841,126.2791667,7.795
36,13-07-2012,0,78.15,3.245,220.6063444,6.623
13,04-03-2011,0,34.23,3.23,128.26475,7.47
9,04-02-2011,0,31.82,2.989,216.1162864,6.416
14,18-06-2010,0,72.62,2.78,182.4424199,8.899
19,25-11-2011,1,42.75,3.689,136.4788,7.866
15,14-05-2010,0,47.13,3.112,132.152129,8.185
15,26-02-2010,0,29.87,2.91,131.686,8.35
37,01-04-2011,0,67.31,3.524,213.5776701,8.3
11,04-02-2011,0,47.17,2.989,215.8863367,7.551
3,26-11-2010,1,68.71,2.735,215.0614025,7.564
5,22-07-2011,0,86.97,3.651,215.985753,6.529
29,07-09-2012,1,73.3,3.921,138.4729355,9.419
8,08-06-2012,0,74.28,3.452,225.3011521,5.679
33,05-10-2012,0,85.18,4.132,131.0756667,6.895
24,05-10-2012,0,60.35,4.151,138.8256,8.693
40,07-10-2011,0,50.21,3.633,136.472,4.42
24,26-03-2010,0,48.87,2.963,131.863129,8.326
25,17-12-2010,0,21.6,3.14,204.6321194,7.484
39,21-10-2011,0,67.65,3.353,216.2468287,7.716
9,20-04-2012,0,68.04,3.877,225.3117488,5.539
25,16-09-2011,0,62.05,3.742,209.1893892,7.274
28,29-07-2011,0,93.29,3.805,129.1677097,13.503
22,17-08-2012,0,74.92,3.84,142.2157385,7.753
11,21-10-2011,0,70.91,3.353,220.9144005,7.197
10,04-11-2011,0,68.57,3.828,129.8051935,7.874
33,09-03-2012,0,62.2,3.963,130.7413793,7.603
8,09-07-2010,0,72.49,2.642,214.4729952,6.315
35,10-08-2012,0,78.44,3.722,142.1705634,8.839
24,03-12-2010,0,37.08,3.2,132.7566667,8.275
36,07-09-2012,1,84.19,3.697,221.1181142,6.623
20,25-03-2011,0,44.83,3.625,207.6553444,7.343
7,18-02-2011,0,17.3,3.051,191.9178331,8.818
31,20-05-2011,0,68.36,3.907,215.3834778,7.931
12,20-01-2012,0,46.2,3.66,130.2792258,12.187
13,03-09-2010,0,65.71,2.868,126.1019355,7.951
41,06-01-2012,0,37.21,3.095,196.5458309,6.589
13,25-06-2010,0,71.83,2.82,126.1266,8.107
12,04-03-2011,0,51.72,3.674,128.26475,14.021
30,09-09-2011,1,78.87,3.546,215.5148295,7.852
4,12-02-2010,1,28.84,2.573,126.4962581,8.623
13,11-11-2011,0,33.8,3.513,129.8167097,6.392
42,05-08-2011,0,89.8,3.803,129.1846452,8.257
40,25-05-2012,0,65.25,3.85,138.1101935,4.125
36,09-12-2011,0,50.64,3.147,217.6645878,7.716
29,07-05-2010,0,63.81,2.981,132.1062,10.16
43,09-12-2011,0,34.23,3.158,210.5363571,10.148
16,29-07-2011,0,66.84,3.547,193.711525,6.338
27,17-09-2010,0,64.5,2.846,136.6338071,7.982
40,06-04-2012,0,36.54,3.957,137.7970968,4.125
42,26-11-2010,1,55.33,3.162,126.6692667,9.003
41,09-04-2010,0,37.3,2.75,189.6901012,7.363
14,21-10-2011,0,59.6,3.57,187.7846197,8.523
35,24-12-2010,0,31.34,3.141,136.597273,8.763
40,15-06-2012,0,63.39,3.683,138.1295333,4.125
27,18-05-2012,0,65.15,4.029,142.0970115,8.253
44,05-03-2010,0,40.65,2.681,126.5782857,8.119
14,14-09-2012,0,67.87,3.948,191.69985,8.684
19,16-12-2011,0,37.07,3.611,136.5335161,7.866
37,02-07-2010,0,81.85,2.669,209.984205,8.36
16,12-08-2011,0,67.09,3.542,194.1105017,6.338
8,10-02-2012,1,35.71,3.409,223.8024507,5.825
41,15-04-2011,0,39.94,3.611,192.4225954,6.934
6,27-01-2012,0,53.95,3.29,221.6769199,6.132
31,11-11-2011,0,59.8,3.297,217.6455387,7.441
31,16-09-2011,0,80.62,3.526,215.6944378,7.852
37,30-03-2012,0,70.48,3.845,220.0454862,7.244
12,22-06-2012,0,91.61,4.014,130.7929,11.627
43,30-03-2012,0,69.88,3.845,212.8142212,9.653
1,14-09-2012,0,74.97,3.717,222.5820193,6.908
34,06-04-2012,0,54.42,3.864,131.0375484,9.575
35,12-08-2011,0,76.67,3.812,140.0859873,8.684
27,08-04-2011,0,46.87,3.895,138.0638929,7.725
40,20-04-2012,0,55.3,4.046,137.9230667,4.125
9,15-10-2010,0,67.36,2.72,215.3589917,6.56
34,16-07-2010,0,78.53,2.621,126.1498065,9.816
7,03-09-2010,0,49.84,2.773,190.3621607,9.017
28,22-10-2010,0,68.85,3.014,126.3815484,14.313
18,19-03-2010,0,45.42,2.834,131.8242903,9.202
28,23-09-2011,0,82.95,3.789,129.5183333,13.503
43,22-07-2011,0,88.58,3.651,207.2538111,10.641
6,20-01-2012,0,55.37,3.268,221.5831306,6.132
8,16-03-2012,0,56.63,3.734,224.7657327,5.825
28,05-08-2011,0,90.61,3.803,129.1846452,13.503
17,11-02-2011,1,14.19,3.034,127.859129,6.866
34,14-05-2010,0,60.74,2.845,126.2085484,9.593
30,15-04-2011,0,71.01,3.743,214.9420631,7.931
9,25-05-2012,0,79.69,3.561,225.4944288,5.539
7,17-08-2012,0,59.66,3.545,198.1001057,7.872
27,28-05-2010,0,67.88,3.046,136.1489101,8.058
13,16-07-2010,0,77.79,2.791,126.1498065,7.951
45,11-11-2011,0,47.65,3.53,188.0632345,8.523
3,20-05-2011,0,75.79,3.907,219.127216,7.574
43,08-07-2011,0,87.02,3.48,207.1152738,10.641
21,02-04-2010,0,64.12,2.719,210.4798874,8.2
32,17-06-2011,0,67.38,3.697,192.9034759,8.595
11,25-03-2011,0,73.74,3.473,217.9674705,7.551
31,18-06-2010,0,86.18,2.637,211.1096543,8.2
31,12-03-2010,0,57.1,2.667,211.037551,8.324
9,16-09-2011,0,77.95,3.526,219.6297841,6.404
25,25-05-2012,0,67.69,3.798,214.5499425,7.139
22,25-05-2012,0,62.39,3.85,142.1032776,7.671
22,06-07-2012,0,77.41,3.538,142.2234298,7.753
43,02-09-2011,0,87.84,3.533,207.6206959,10.641
43,23-04-2010,0,62.71,2.795,202.4831905,9.593
1,04-02-2011,0,42.27,2.989,212.5668812,7.742
26,17-09-2010,0,50.08,2.716,132.7670667,8.445
23,19-11-2010,0,41.66,3.03,132.9172,5.287
2,28-05-2010,0,81.13,2.759,210.5552301,8.2
27,27-04-2012,0,52.33,4.163,141.9596595,8.253
12,14-05-2010,0,68.44,3.145,126.2085484,14.099
12,28-05-2010,0,67.84,3.058,126.1602258,14.099
11,14-01-2011,0,45.34,2.983,214.7470729,7.551
11,05-11-2010,0,64.41,2.689,215.2765472,7.564
45,23-07-2010,0,81.46,2.771,182.3509895,8.743
23,26-08-2011,0,67.04,3.796,136.2136129,4.584
21,02-09-2011,0,91.94,3.533,215.4508632,7.852
15,22-07-2011,0,79.97,3.972,135.8738387,7.806
45,19-03-2010,0,48.79,2.844,182.0779857,8.992
40,09-07-2010,0,76.67,2.806,132.5461333,5.326
45,31-12-2010,1,29.67,3.179,182.5714479,8.724
22,09-07-2010,0,79.22,2.806,136.3962643,8.433
20,23-03-2012,0,66.11,3.9,214.0907105,6.961
4,26-03-2010,0,39.91,2.752,126.6050645,8.623
34,03-12-2010,0,34.7,2.727,126.7313333,10.21
30,22-06-2012,0,81.78,3.346,221.4411622,6.891
12,21-05-2010,0,76.2,3.12,126.1843871,14.099
20,22-04-2011,0,52.56,3.892,208.4779405,7.287
34,12-03-2010,0,42.26,2.704,126.6042857,9.521
12,04-06-2010,0,81.39,2.941,126.1360645,14.099
27,24-09-2010,0,67.08,2.837,136.6317821,7.982
7,20-04-2012,0,39.3,3.936,197.7227385,8.09
9,25-11-2011,1,54.32,3.236,222.1389683,6.054
17,18-02-2011,0,26.86,3.062,127.99525,6.866
43,18-02-2011,0,59.15,3.045,205.1683214,10.398
33,19-02-2010,0,62.16,2.915,126.5262857,10.115
36,29-10-2010,0,76.22,2.68,210.6736944,8.476
39,17-12-2010,0,55.31,2.869,210.1787224,8.476
16,30-09-2011,0,57.61,3.538,194.8779718,6.338
21,08-07-2011,0,89.16,3.48,214.9296249,7.852
11,20-05-2011,0,76.97,3.907,219.127216,7.574
4,25-06-2010,0,81.1,2.654,126.1266,7.896
17,26-08-2011,0,72.04,3.57,129.2832581,6.745
28,25-06-2010,0,87.27,3.084,126.1266,14.099
17,31-08-2012,0,68.07,3.624,130.8853548,5.936
41,17-12-2010,0,31.51,2.778,191.0303376,7.508
25,17-09-2010,0,60.13,2.706,204.7513279,7.527
11,01-06-2012,0,81.67,3.501,225.2518313,6.664
40,04-05-2012,0,44.47,3.991,138.0332,4.125
9,19-02-2010,0,43.06,2.514,214.8506185,6.415
30,11-02-2011,1,34.61,3.022,212.5928624,8.028
15,28-10-2011,0,45.54,3.757,136.4884516,7.866
10,06-08-2010,0,86.13,3.123,126.0854516,9.199
15,07-05-2010,0,63.16,3.095,132.1062,8.185
27,11-02-2011,1,30.45,3.416,137.1378318,7.827
45,20-07-2012,0,78.89,3.567,191.1670428,8.684
25,07-01-2011,0,29.0,3.193,204.6487803,7.343
10,25-11-2011,1,60.68,3.76,129.8364,7.874
29,26-08-2011,0,72.22,3.796,136.2136129,9.863
3,13-07-2012,0,82.28,3.256,225.4340074,6.334
7,09-09-2011,1,45.61,3.566,194.6387853,8.622
6,30-09-2011,0,82.51,3.355,218.2579435,6.925
20,24-09-2010,0,69.37,2.713,204.8182126,7.527
21,18-03-2011,0,63.26,3.488,214.0156238,8.028
27,16-09-2011,0,69.65,3.937,140.2735,7.85
2,06-04-2012,0,68.43,3.891,221.0737638,6.891
45,04-11-2011,0,43.92,3.551,187.9703629,8.523
16,28-10-2011,0,41.97,3.55,195.3318977,6.232
5,15-07-2011,0,88.64,3.575,215.9250696,6.529
13,28-01-2011,0,31.64,2.96,127.5800323,7.47
31,10-02-2012,1,46.52,3.409,219.9049073,7.057
21,17-12-2010,0,48.63,2.869,211.0645458,8.163
25,07-10-2011,0,50.82,3.583,210.1170595,7.082
31,21-05-2010,0,74.24,2.826,210.2768443,8.2
1,23-07-2010,0,83.36,2.608,211.2351443,7.787
8,07-10-2011,0,67.61,3.285,220.4772543,6.123
24,12-02-2010,1,25.94,2.94,131.5866129,8.326
19,25-05-2012,0,67.79,3.979,138.1101935,8.15
22,15-04-2011,0,48.88,3.823,138.1646952,8.252
1,30-03-2012,0,67.61,3.845,221.3610119,7.348
20,22-06-2012,0,76.51,3.564,214.606,7.139
17,16-07-2010,0,65.66,2.791,126.1498065,6.697
32,29-06-2012,0,81.95,3.693,197.785577,8.09
1,04-03-2011,0,59.58,3.288,213.8233327,7.742
10,09-07-2010,0,91.03,3.1,126.1518,9.199
5,15-06-2012,0,81.64,3.393,222.3492901,5.801
38,13-05-2011,0,70.93,4.202,129.089,13.736
9,09-09-2011,1,75.65,3.546,219.4457675,6.404
14,12-10-2012,0,54.47,4.0,192.3272654,8.667
2,24-08-2012,0,76.91,3.62,221.8083518,6.565
26,26-11-2010,1,28.11,3.07,132.8369333,8.149
32,26-10-2012,0,47.22,3.686,199.2195317,7.557
13,04-05-2012,0,54.41,3.831,131.136,5.965
5,16-03-2012,0,63.55,3.734,221.7989713,5.943
26,21-01-2011,0,12.98,3.232,133.0285161,7.907
33,15-04-2011,0,64.64,4.089,128.9107333,8.687
24,10-09-2010,1,67.11,2.837,132.7564516,8.117
8,14-09-2012,0,67.21,3.717,226.1615981,5.401
20,21-01-2011,0,27.43,3.229,205.0460497,7.343
37,24-12-2010,0,59.1,2.886,210.1805602,8.476
28,24-08-2012,0,85.32,4.055,130.8381613,10.926
25,28-01-2011,0,18.92,3.237,205.3894952,7.343
28,14-10-2011,0,67.31,3.805,129.7706452,12.89
